ppo,pdo,tpo,tdo
the cop sold the cheese to him .,the cop sold him the cheese .,an attorney left a pie for you .,an attorney left you a pie .
the wife showed the beer to me .,the wife showed me the beer .,an attorney left a pie for me .,an attorney left me a pie .
a man brought a book to you .,a man brought you a book .,the colonel left the tea for them .,the colonel left them the tea .
a mother promised a beer to you .,a mother promised you a beer .,the colonel left the tea for you .,the colonel left you the tea .
a guy gave a newspaper to me .,a guy gave me a newspaper .,the colonel left the tea for us .,the colonel left us the tea .
a bishop fed a meal to us .,a bishop fed us a meal .,the colonel left the tea for you .,the colonel left you the tea .
an employee promised a juice to you .,an employee promised you a juice .,the colonel left the tea for us .,the colonel left us the tea .
a mother brought a juice to us .,a mother brought us a juice .,the colonel left the tea for you .,the colonel left you the tea .
an uncle brought a juice to you .,an uncle brought you a juice .,the colonel left the tea for us .,the colonel left us the tea .
a princess sold a ball to us .,a princess sold us a ball .,the colonel left the tea for me .,the colonel left me the tea .
a winner sold a juice to you .,a winner sold you a juice .,the colonel left the tea for me .,the colonel left me the tea .
a child brought a newspaper to you .,a child brought you a newspaper .,the colonel left the tea for you .,the colonel left you the tea .
the opponent kept the beer for them .,the opponent kept them the beer .,a mayor showed a candy to us .,a mayor showed us a candy .
the woman purchased the button for me .,the woman purchased me the button .,a mayor showed a candy to it .,a mayor showed it a candy .
the prince drew the computer for you .,the prince drew you the computer .,a mayor showed a candy to it .,a mayor showed it a candy .
the woman kept the meal for you .,the woman kept you the meal .,a mayor showed a candy to it .,a mayor showed it a candy .
the king saved the juice for her .,the king saved her the juice .,a mayor showed a candy to us .,a mayor showed us a candy .
the attorney kept the juice for you .,the attorney kept you the juice .,a mayor showed a candy to him .,a mayor showed him a candy .
the princess left the meal for you .,the princess left you the meal .,a mayor showed a candy to them .,a mayor showed them a candy .
the minister caught the wire for them .,the minister caught them the wire .,a mayor showed a candy to him .,a mayor showed him a candy .
the adult delivered the coat for us .,the adult delivered us the coat .,a mayor showed a candy to you .,a mayor showed you a candy .
the partner bought the tea for me .,the partner bought me the tea .,a mayor showed a candy to you .,a mayor showed you a candy .
a nurse promised a key to you .,a nurse promised you a key .,the minister got the bottle for me .,the minister got me the bottle .
a boy promised a cup to them .,a boy promised them a cup .,the minister got the bottle for us .,the minister got us the bottle .
an actress threw a tea to us .,an actress threw us a tea .,the minister got the bottle for us .,the minister got us the bottle .
a captain threw a salad to you .,a captain threw you a salad .,the minister got the bottle for you .,the minister got you the bottle .
a friend supplied a gun to us .,a friend supplied us a gun .,the minister got the bottle for us .,the minister got us the bottle .
an aunt fed a candy to him .,an aunt fed him a candy .,the minister got the bottle for them .,the minister got them the bottle .
a champion fed a chicken to them .,a champion fed them a chicken .,the minister got the bottle for you .,the minister got you the bottle .
a singer threw a coffee to them .,a singer threw them a coffee .,the minister got the bottle for him .,the minister got him the bottle .
a captain fed a pie to me .,a captain fed me a pie .,the minister got the bottle for us .,the minister got us the bottle .
a scientist fed a pie to us .,a scientist fed us a pie .,the minister got the bottle for it .,the minister got it the bottle .
the aunt kept the bottle for him .,the aunt kept him the bottle .,a daughter sent a salad to you .,a daughter sent you a salad .
the captain kept the pie for you .,the captain kept you the pie .,a daughter sent a salad to him .,a daughter sent him a salad .
the band designed the bottle for you .,the band designed you the bottle .,a daughter sent a salad to you .,a daughter sent you a salad .
the lawyer purchased the pie for them .,the lawyer purchased them the pie .,a daughter sent a salad to us .,a daughter sent us a salad .
the professor made the machine for it .,the professor made it the machine .,a daughter sent a salad to you .,a daughter sent you a salad .
the partner drew the button for me .,the partner drew me the button .,a daughter sent a salad to you .,a daughter sent you a salad .
the uncle drew the flower for you .,the uncle drew you the flower .,a daughter sent a salad to it .,a daughter sent it a salad .
the adult drew the plate for him .,the adult drew him the plate .,a daughter sent a salad to me .,a daughter sent me a salad .
the employer kept the beer for you .,the employer kept you the beer .,a daughter sent a salad to us .,a daughter sent us a salad .
the minister kept the coffee for us .,the minister kept us the coffee .,a daughter sent a salad to it .,a daughter sent it a salad .
a scientist caught a guitar for him .,a scientist caught him a guitar .,the attorney took the crystal to us .,the attorney took us the crystal .
a winner made a bottle for us .,a winner made us a bottle .,the attorney took the crystal to it .,the attorney took it the crystal .
an opponent purchased a coat for you .,an opponent purchased you a coat .,the attorney took the crystal to her .,the attorney took her the crystal .
a scientist designed a box for us .,a scientist designed us a box .,the attorney took the crystal to them .,the attorney took them the crystal .
a doctor made a computer for him .,a doctor made him a computer .,the attorney took the crystal to you .,the attorney took you the crystal .
a chief bought a pie for me .,a chief bought me a pie .,the attorney took the crystal to it .,the attorney took it the crystal .
an actress drew a machine for you .,an actress drew you a machine .,the attorney took the crystal to him .,the attorney took him the crystal .
