text,structure,verb,det,prep
the employee bought the beer for you .,PD,BUY,THE,for
the employee bought you the beer .,DO,BUY,THE,for
the worker bought the instrument for us .,PD,BUY,THE,for
the worker bought us the instrument .,DO,BUY,THE,for
a daughter bought a tea for us .,PD,BUY,A,for
a daughter bought us a tea .,DO,BUY,A,for
an author bought a cheese for you .,PD,BUY,A,for
an author bought you a cheese .,DO,BUY,A,for
a winner bought a beer for me .,PD,BUY,A,for
a winner bought me a beer .,DO,BUY,A,for
an actress bought a coffee for them .,PD,BUY,A,for
an actress bought them a coffee .,DO,BUY,A,for
a secretary bought a chicken for you .,PD,BUY,A,for
a secretary bought you a chicken .,DO,BUY,A,for
a professor bought a pie for you .,PD,BUY,A,for
a professor bought you a pie .,DO,BUY,A,for
an opponent bought a pie for us .,PD,BUY,A,for
an opponent bought us a pie .,DO,BUY,A,for
an actor bought a candy for it .,PD,BUY,A,for
an actor bought it a candy .,DO,BUY,A,for
a bishop bought a beer for us .,PD,BUY,A,for
a bishop bought us a beer .,DO,BUY,A,for
a singer bought a pie for it .,PD,BUY,A,for
a singer bought it a pie .,DO,BUY,A,for
a cousin bought a chicken for them .,PD,BUY,A,for
a cousin bought them a chicken .,DO,BUY,A,for
a captain bought a candy for them .,PD,BUY,A,for
a captain bought them a candy .,DO,BUY,A,for
an employee bought a salad for him .,PD,BUY,A,for
an employee bought him a salad .,DO,BUY,A,for
an opponent bought a juice for me .,PD,BUY,A,for
an opponent bought me a juice .,DO,BUY,A,for
an employee bought a salad for us .,PD,BUY,A,for
an employee bought us a salad .,DO,BUY,A,for
a pilot bought a pie for us .,PD,BUY,A,for
a pilot bought us a pie .,DO,BUY,A,for
a child bought a pie for you .,PD,BUY,A,for
a child bought you a pie .,DO,BUY,A,for
a guy bought a coffee for him .,PD,BUY,A,for
a guy bought him a coffee .,DO,BUY,A,for
a mother bought a cheese for you .,PD,BUY,A,for
a mother bought you a cheese .,DO,BUY,A,for
a president bought a box for you .,PD,BUY,A,for
a president bought you a box .,DO,BUY,A,for
a professor bought a cup for him .,PD,BUY,A,for
a professor bought him a cup .,DO,BUY,A,for
a father bought a chicken for him .,PD,BUY,A,for
a father bought him a chicken .,DO,BUY,A,for
a daughter bought a chocolate for me .,PD,BUY,A,for
a daughter bought me a chocolate .,DO,BUY,A,for
a nurse bought a wire for you .,PD,BUY,A,for
a nurse bought you a wire .,DO,BUY,A,for
an actor bought a juice for them .,PD,BUY,A,for
an actor bought them a juice .,DO,BUY,A,for
the priest caught the glass for it .,PD,CATCH,THE,for
the priest caught it the glass .,DO,CATCH,THE,for
the manager caught the bottle for us .,PD,CATCH,THE,for
the manager caught us the bottle .,DO,CATCH,THE,for
the doctor caught the camera for you .,PD,CATCH,THE,for
the doctor caught you the camera .,DO,CATCH,THE,for
the girl caught the machine for you .,PD,CATCH,THE,for
the girl caught you the machine .,DO,CATCH,THE,for
the mayor caught the machine for us .,PD,CATCH,THE,for
the mayor caught us the machine .,DO,CATCH,THE,for
the princess caught the gun for me .,PD,CATCH,THE,for
the princess caught me the gun .,DO,CATCH,THE,for
the guest caught the motor for me .,PD,CATCH,THE,for
the guest caught me the motor .,DO,CATCH,THE,for
the employer caught the bag for you .,PD,CATCH,THE,for
the employer caught you the bag .,DO,CATCH,THE,for
the manager caught the jacket for us .,PD,CATCH,THE,for
the manager caught us the jacket .,DO,CATCH,THE,for
the soldier caught the machine for me .,PD,CATCH,THE,for
the soldier caught me the machine .,DO,CATCH,THE,for
the priest caught the key for us .,PD,CATCH,THE,for
the priest caught us the key .,DO,CATCH,THE,for
the guest caught the ball for you .,PD,CATCH,THE,for
the guest caught you the ball .,DO,CATCH,THE,for
the doctor caught the ball for him .,PD,CATCH,THE,for
the doctor caught him the ball .,DO,CATCH,THE,for
the manager caught the coat for me .,PD,CATCH,THE,for
the manager caught me the coat .,DO,CATCH,THE,for
the mother caught the jacket for you .,PD,CATCH,THE,for
the mother caught you the jacket .,DO,CATCH,THE,for
the daughter caught the machine for them .,PD,CATCH,THE,for
the daughter caught them the machine .,DO,CATCH,THE,for
the attorney caught the computer for her .,PD,CATCH,THE,for
the attorney caught her the computer .,DO,CATCH,THE,for
the employee caught the bowl for her .,PD,CATCH,THE,for
the employee caught her the bowl .,DO,CATCH,THE,for
the princess caught the key for it .,PD,CATCH,THE,for
the princess caught it the key .,DO,CATCH,THE,for
a husband caught a flower for them .,PD,CATCH,A,for
a husband caught them a flower .,DO,CATCH,A,for
a scientist caught a computer for you .,PD,CATCH,A,for
a scientist caught you a computer .,DO,CATCH,A,for
a scientist caught a guitar for you .,PD,CATCH,A,for
a scientist caught you a guitar .,DO,CATCH,A,for
a father caught a card for him .,PD,CATCH,A,for
a father caught him a card .,DO,CATCH,A,for
an aunt caught a cigarette for them .,PD,CATCH,A,for
an aunt caught them a cigarette .,DO,CATCH,A,for
an actress caught a log for us .,PD,CATCH,A,for
an actress caught us a log .,DO,CATCH,A,for
a winner caught a camera for you .,PD,CATCH,A,for
a winner caught you a camera .,DO,CATCH,A,for
a partner caught a gun for them .,PD,CATCH,A,for
a partner caught them a gun .,DO,CATCH,A,for
a sheriff caught a bottle for me .,PD,CATCH,A,for
a sheriff caught me a bottle .,DO,CATCH,A,for
a sheriff caught a bell for us .,PD,CATCH,A,for
a sheriff caught us a bell .,DO,CATCH,A,for
a woman caught a book for you .,PD,CATCH,A,for
a woman caught you a book .,DO,CATCH,A,for
a priest caught a telephone for me .,PD,CATCH,A,for
a priest caught me a telephone .,DO,CATCH,A,for
a sheriff caught a computer for us .,PD,CATCH,A,for
a sheriff caught us a computer .,DO,CATCH,A,for
a bishop caught a book for you .,PD,CATCH,A,for
a bishop caught you a book .,DO,CATCH,A,for
a president caught a machine for it .,PD,CATCH,A,for
a president caught it a machine .,DO,CATCH,A,for
a woman caught an anchor for it .,PD,CATCH,A,for
a woman caught it an anchor .,DO,CATCH,A,for
a princess caught a bowl for me .,PD,CATCH,A,for
a princess caught me a bowl .,DO,CATCH,A,for
a bishop caught an iron for her .,PD,CATCH,A,for
a bishop caught her an iron .,DO,CATCH,A,for
a king caught a crystal for her .,PD,CATCH,A,for
a king caught her a crystal .,DO,CATCH,A,for
an uncle caught an engine for us .,PD,CATCH,A,for
an uncle caught us an engine .,DO,CATCH,A,for
a winner caught an engine for him .,PD,CATCH,A,for
a winner caught him an engine .,DO,CATCH,A,for
the guy delivered the candy for him .,PD,DELIVER,THE,for
the guy delivered him the candy .,DO,DELIVER,THE,for
the secretary delivered the motor for them .,PD,DELIVER,THE,for
the secretary delivered them the motor .,DO,DELIVER,THE,for
the professor delivered the anchor for you .,PD,DELIVER,THE,for
the professor delivered you the anchor .,DO,DELIVER,THE,for
the chief delivered the chicken for it .,PD,DELIVER,THE,for
the chief delivered it the chicken .,DO,DELIVER,THE,for
the chief delivered the chicken for you .,PD,DELIVER,THE,for
the chief delivered you the chicken .,DO,DELIVER,THE,for
the aunt delivered the beer for it .,PD,DELIVER,THE,for
the aunt delivered it the beer .,DO,DELIVER,THE,for
the employer delivered the chocolate for me .,PD,DELIVER,THE,for
the employer delivered me the chocolate .,DO,DELIVER,THE,for
the lawyer delivered the tea for him .,PD,DELIVER,THE,for
the lawyer delivered him the tea .,DO,DELIVER,THE,for
the winner delivered the button for me .,PD,DELIVER,THE,for
the winner delivered me the button .,DO,DELIVER,THE,for
the mayor delivered the candy for her .,PD,DELIVER,THE,for
the mayor delivered her the candy .,DO,DELIVER,THE,for
the aunt delivered the pie for us .,PD,DELIVER,THE,for
the aunt delivered us the pie .,DO,DELIVER,THE,for
the manager delivered the button for me .,PD,DELIVER,THE,for
the manager delivered me the button .,DO,DELIVER,THE,for
the son delivered the cheese for him .,PD,DELIVER,THE,for
the son delivered him the cheese .,DO,DELIVER,THE,for
the teacher delivered the chocolate for you .,PD,DELIVER,THE,for
the teacher delivered you the chocolate .,DO,DELIVER,THE,for
the manager delivered the telephone for me .,PD,DELIVER,THE,for
the manager delivered me the telephone .,DO,DELIVER,THE,for
the cop delivered the tea for it .,PD,DELIVER,THE,for
the cop delivered it the tea .,DO,DELIVER,THE,for
the minister delivered the beer for it .,PD,DELIVER,THE,for
the minister delivered it the beer .,DO,DELIVER,THE,for
the minister delivered the candy for them .,PD,DELIVER,THE,for
the minister delivered them the candy .,DO,DELIVER,THE,for
the author delivered the iron for me .,PD,DELIVER,THE,for
the author delivered me the iron .,DO,DELIVER,THE,for
the guy delivered the coffee for us .,PD,DELIVER,THE,for
the guy delivered us the coffee .,DO,DELIVER,THE,for
an actor delivered a television for her .,PD,DELIVER,A,for
an actor delivered her a television .,DO,DELIVER,A,for
a worker delivered a meal for them .,PD,DELIVER,A,for
a worker delivered them a meal .,DO,DELIVER,A,for
a man delivered a pie for her .,PD,DELIVER,A,for
a man delivered her a pie .,DO,DELIVER,A,for
a husband delivered a tea for him .,PD,DELIVER,A,for
a husband delivered him a tea .,DO,DELIVER,A,for
a son delivered a tea for me .,PD,DELIVER,A,for
a son delivered me a tea .,DO,DELIVER,A,for
a cousin delivered an engine for her .,PD,DELIVER,A,for
a cousin delivered her an engine .,DO,DELIVER,A,for
a leader delivered a chocolate for them .,PD,DELIVER,A,for
a leader delivered them a chocolate .,DO,DELIVER,A,for
a cop delivered a cheese for him .,PD,DELIVER,A,for
a cop delivered him a cheese .,DO,DELIVER,A,for
a president delivered a cup for us .,PD,DELIVER,A,for
a president delivered us a cup .,DO,DELIVER,A,for
an employer delivered a tea for you .,PD,DELIVER,A,for
an employer delivered you a tea .,DO,DELIVER,A,for
a daughter delivered a cheese for them .,PD,DELIVER,A,for
a daughter delivered them a cheese .,DO,DELIVER,A,for
a scientist delivered a meal for us .,PD,DELIVER,A,for
a scientist delivered us a meal .,DO,DELIVER,A,for
a champion delivered a coffee for you .,PD,DELIVER,A,for
a champion delivered you a coffee .,DO,DELIVER,A,for
a friend delivered a chicken for you .,PD,DELIVER,A,for
a friend delivered you a chicken .,DO,DELIVER,A,for
an actor delivered a cheese for us .,PD,DELIVER,A,for
an actor delivered us a cheese .,DO,DELIVER,A,for
a professor delivered a telephone for you .,PD,DELIVER,A,for
a professor delivered you a telephone .,DO,DELIVER,A,for
a hero delivered a card for you .,PD,DELIVER,A,for
a hero delivered you a card .,DO,DELIVER,A,for
a brother delivered a chocolate for you .,PD,DELIVER,A,for
a brother delivered you a chocolate .,DO,DELIVER,A,for
an actor delivered a television for him .,PD,DELIVER,A,for
an actor delivered him a television .,DO,DELIVER,A,for
a princess delivered a cheese for us .,PD,DELIVER,A,for
a princess delivered us a cheese .,DO,DELIVER,A,for
the cop threw the chicken to us .,PD,THROW,THE,to
the cop threw us the chicken .,DO,THROW,THE,to
the author threw the beer to us .,PD,THROW,THE,to
the author threw us the beer .,DO,THROW,THE,to
the man threw the camera to us .,PD,THROW,THE,to
the man threw us the camera .,DO,THROW,THE,to
the reader threw the chicken to them .,PD,THROW,THE,to
the reader threw them the chicken .,DO,THROW,THE,to
the lawyer threw the button to him .,PD,THROW,THE,to
the lawyer threw him the button .,DO,THROW,THE,to
the writer threw the box to it .,PD,THROW,THE,to
the writer threw it the box .,DO,THROW,THE,to
the reader threw the computer to me .,PD,THROW,THE,to
the reader threw me the computer .,DO,THROW,THE,to
the princess threw the chicken to you .,PD,THROW,THE,to
the princess threw you the chicken .,DO,THROW,THE,to
the sheriff threw the key to us .,PD,THROW,THE,to
the sheriff threw us the key .,DO,THROW,THE,to
the adult threw the tea to him .,PD,THROW,THE,to
the adult threw him the tea .,DO,THROW,THE,to
the minister threw the cheese to her .,PD,THROW,THE,to
the minister threw her the cheese .,DO,THROW,THE,to
the attorney threw the bag to me .,PD,THROW,THE,to
the attorney threw me the bag .,DO,THROW,THE,to
the teacher threw the wire to you .,PD,THROW,THE,to
the teacher threw you the wire .,DO,THROW,THE,to
the daughter threw the pie to me .,PD,THROW,THE,to
the daughter threw me the pie .,DO,THROW,THE,to
the champion threw the coat to it .,PD,THROW,THE,to
the champion threw it the coat .,DO,THROW,THE,to
the doctor threw the chicken to you .,PD,THROW,THE,to
the doctor threw you the chicken .,DO,THROW,THE,to
the pilot threw the button to me .,PD,THROW,THE,to
the pilot threw me the button .,DO,THROW,THE,to
the scientist threw the meal to us .,PD,THROW,THE,to
the scientist threw us the meal .,DO,THROW,THE,to
the cop threw the chocolate to her .,PD,THROW,THE,to
the cop threw her the chocolate .,DO,THROW,THE,to
the employee threw the meal to you .,PD,THROW,THE,to
the employee threw you the meal .,DO,THROW,THE,to
the actor threw the meal to me .,PD,THROW,THE,to
the actor threw me the meal .,DO,THROW,THE,to
the writer threw the beer to you .,PD,THROW,THE,to
the writer threw you the beer .,DO,THROW,THE,to
the princess threw the candy to you .,PD,THROW,THE,to
the princess threw you the candy .,DO,THROW,THE,to
the buddy threw the bottle to me .,PD,THROW,THE,to
the buddy threw me the bottle .,DO,THROW,THE,to
an employee threw a bag to us .,PD,THROW,A,to
an employee threw us a bag .,DO,THROW,A,to
a princess threw a beer to her .,PD,THROW,A,to
a princess threw her a beer .,DO,THROW,A,to
an actor threw a chocolate to him .,PD,THROW,A,to
an actor threw him a chocolate .,DO,THROW,A,to
a minister threw a bottle to them .,PD,THROW,A,to
a minister threw them a bottle .,DO,THROW,A,to
a girl threw a flower to you .,PD,THROW,A,to
a girl threw you a flower .,DO,THROW,A,to
a king threw a coffee to him .,PD,THROW,A,to
a king threw him a coffee .,DO,THROW,A,to
a winner threw a beer to us .,PD,THROW,A,to
a winner threw us a beer .,DO,THROW,A,to
an uncle threw a knife to you .,PD,THROW,A,to
an uncle threw you a knife .,DO,THROW,A,to
a candidate threw a coffee to us .,PD,THROW,A,to
a candidate threw us a coffee .,DO,THROW,A,to
a priest threw a cup to it .,PD,THROW,A,to
a priest threw it a cup .,DO,THROW,A,to
a candidate threw a ball to you .,PD,THROW,A,to
a candidate threw you a ball .,DO,THROW,A,to
a scientist threw a cheese to her .,PD,THROW,A,to
a scientist threw her a cheese .,DO,THROW,A,to
a nurse threw a machine to me .,PD,THROW,A,to
a nurse threw me a machine .,DO,THROW,A,to
a singer threw a pot to me .,PD,THROW,A,to
a singer threw me a pot .,DO,THROW,A,to
a winner threw a tea to it .,PD,THROW,A,to
a winner threw it a tea .,DO,THROW,A,to
a son threw a computer to you .,PD,THROW,A,to
a son threw you a computer .,DO,THROW,A,to
a lawyer threw a chocolate to him .,PD,THROW,A,to
a lawyer threw him a chocolate .,DO,THROW,A,to
a professor threw a salad to us .,PD,THROW,A,to
a professor threw us a salad .,DO,THROW,A,to
a champion threw a crystal to me .,PD,THROW,A,to
a champion threw me a crystal .,DO,THROW,A,to
a sheriff threw a coffee to you .,PD,THROW,A,to
a sheriff threw you a coffee .,DO,THROW,A,to
a prince threw a bag to us .,PD,THROW,A,to
a prince threw us a bag .,DO,THROW,A,to
a president threw a beer to you .,PD,THROW,A,to
a president threw you a beer .,DO,THROW,A,to
an uncle threw a salad to you .,PD,THROW,A,to
an uncle threw you a salad .,DO,THROW,A,to
the wife promised the chocolate to us .,PD,PROMISE,THE,to
the wife promised us the chocolate .,DO,PROMISE,THE,to
the president promised the chicken to them .,PD,PROMISE,THE,to
the president promised them the chicken .,DO,PROMISE,THE,to
the uncle promised the plate to them .,PD,PROMISE,THE,to
the uncle promised them the plate .,DO,PROMISE,THE,to
the manager promised the button to him .,PD,PROMISE,THE,to
the manager promised him the button .,DO,PROMISE,THE,to
the president promised the juice to it .,PD,PROMISE,THE,to
the president promised it the juice .,DO,PROMISE,THE,to
the actor promised the log to us .,PD,PROMISE,THE,to
the actor promised us the log .,DO,PROMISE,THE,to
the boy promised the juice to you .,PD,PROMISE,THE,to
the boy promised you the juice .,DO,PROMISE,THE,to
the president promised the coffee to us .,PD,PROMISE,THE,to
the president promised us the coffee .,DO,PROMISE,THE,to
the worker promised the beer to her .,PD,PROMISE,THE,to
the worker promised her the beer .,DO,PROMISE,THE,to
the child promised the motor to us .,PD,PROMISE,THE,to
the child promised us the motor .,DO,PROMISE,THE,to
the woman promised the computer to him .,PD,PROMISE,THE,to
the woman promised him the computer .,DO,PROMISE,THE,to
the attorney promised the beer to me .,PD,PROMISE,THE,to
the attorney promised me the beer .,DO,PROMISE,THE,to
the parent promised the pie to you .,PD,PROMISE,THE,to
the parent promised you the pie .,DO,PROMISE,THE,to
the girl promised the salad to it .,PD,PROMISE,THE,to
the girl promised it the salad .,DO,PROMISE,THE,to
the president promised the chicken to you .,PD,PROMISE,THE,to
the president promised you the chicken .,DO,PROMISE,THE,to
the guest promised the tea to him .,PD,PROMISE,THE,to
the guest promised him the tea .,DO,PROMISE,THE,to
the captain promised the motor to him .,PD,PROMISE,THE,to
the captain promised him the motor .,DO,PROMISE,THE,to
the hero promised the ball to me .,PD,PROMISE,THE,to
the hero promised me the ball .,DO,PROMISE,THE,to
the teacher promised the salad to me .,PD,PROMISE,THE,to
