text,structure,verb,det,prep
a king left a brother a bowl .,DO,LEAVE,A,for
an uncle left a candy for a partner .,PD,LEAVE,A,for
an uncle left a partner a candy .,DO,LEAVE,A,for
a woman left a candy for a colonel .,PD,LEAVE,A,for
a woman left a colonel a candy .,DO,LEAVE,A,for
a minister left a meal for a chief .,PD,LEAVE,A,for
a minister left a chief a meal .,DO,LEAVE,A,for
an adult left a beer for a band .,PD,LEAVE,A,for
an adult left a band a beer .,DO,LEAVE,A,for
a leader left a pie for a chief .,PD,LEAVE,A,for
a leader left a chief a pie .,DO,LEAVE,A,for
a leader left a chicken for a corporation .,PD,LEAVE,A,for
a leader left a corporation a chicken .,DO,LEAVE,A,for
a student left an engine for a scientist .,PD,LEAVE,A,for
a student left a scientist an engine .,DO,LEAVE,A,for
a princess left a coffee for a band .,PD,LEAVE,A,for
a princess left a band a coffee .,DO,LEAVE,A,for
a prince left a chicken for an aunt .,PD,LEAVE,A,for
a prince left an aunt a chicken .,DO,LEAVE,A,for
the king made the jacket for the business .,PD,MAKE,THE,for
the king made the business the jacket .,DO,MAKE,THE,for
the scientist made the guitar for the brother .,PD,MAKE,THE,for
the scientist made the brother the guitar .,DO,MAKE,THE,for
the manager made the bowl for the business .,PD,MAKE,THE,for
the manager made the business the bowl .,DO,MAKE,THE,for
the reader made the anchor for the administration .,PD,MAKE,THE,for
the reader made the administration the anchor .,DO,MAKE,THE,for
the cop made the plate for the company .,PD,MAKE,THE,for
the cop made the company the plate .,DO,MAKE,THE,for
the doctor made the bottle for the manager .,PD,MAKE,THE,for
the doctor made the manager the bottle .,DO,MAKE,THE,for
the pilot made the newspaper for the author .,PD,MAKE,THE,for
the pilot made the author the newspaper .,DO,MAKE,THE,for
the doctor made the box for the opponent .,PD,MAKE,THE,for
the doctor made the opponent the box .,DO,MAKE,THE,for
the nurse made the hat for the band .,PD,MAKE,THE,for
the nurse made the band the hat .,DO,MAKE,THE,for
the captain made the box for the corporation .,PD,MAKE,THE,for
the captain made the corporation the box .,DO,MAKE,THE,for
the child made the gun for the cousin .,PD,MAKE,THE,for
the child made the cousin the gun .,DO,MAKE,THE,for
the pilot made the jacket for the student .,PD,MAKE,THE,for
the pilot made the student the jacket .,DO,MAKE,THE,for
the actor made the bowl for the band .,PD,MAKE,THE,for
the actor made the band the bowl .,DO,MAKE,THE,for
the opponent made the cigarette for the uncle .,PD,MAKE,THE,for
the opponent made the uncle the cigarette .,DO,MAKE,THE,for
a secretary made a coat for an administration .,PD,MAKE,A,for
a secretary made an administration a coat .,DO,MAKE,A,for
an author made a pot for a champion .,PD,MAKE,A,for
an author made a champion a pot .,DO,MAKE,A,for
a prince made a key for a wife .,PD,MAKE,A,for
a prince made a wife a key .,DO,MAKE,A,for
a writer made a flower for an employee .,PD,MAKE,A,for
a writer made an employee a flower .,DO,MAKE,A,for
a champion made an instrument for an actress .,PD,MAKE,A,for
a champion made an actress an instrument .,DO,MAKE,A,for
a manager made a bell for an administration .,PD,MAKE,A,for
a manager made an administration a bell .,DO,MAKE,A,for
a man made a plate for a corporation .,PD,MAKE,A,for
a man made a corporation a plate .,DO,MAKE,A,for
a father made a computer for a brother .,PD,MAKE,A,for
a father made a brother a computer .,DO,MAKE,A,for
an author made a coat for an administration .,PD,MAKE,A,for
an author made an administration a coat .,DO,MAKE,A,for
a prince made a plate for a lady .,PD,MAKE,A,for
a prince made a lady a plate .,DO,MAKE,A,for
a lawyer made a knife for an attorney .,PD,MAKE,A,for
a lawyer made an attorney a knife .,DO,MAKE,A,for
a manager made a cup for a business .,PD,MAKE,A,for
a manager made a business a cup .,DO,MAKE,A,for
a cop made a cigarette for an army .,PD,MAKE,A,for
a cop made an army a cigarette .,DO,MAKE,A,for
a scientist made a camera for an employee .,PD,MAKE,A,for
a scientist made an employee a camera .,DO,MAKE,A,for
a daughter made a camera for an administration .,PD,MAKE,A,for
a daughter made an administration a camera .,DO,MAKE,A,for
a candidate made a television for an aunt .,PD,MAKE,A,for
a candidate made an aunt a television .,DO,MAKE,A,for
the woman saved the pie for the secretary .,PD,SAVE,THE,for
the woman saved the secretary the pie .,DO,SAVE,THE,for
the son saved the ball for the partner .,PD,SAVE,THE,for
the son saved the partner the ball .,DO,SAVE,THE,for
the worker saved the chicken for the band .,PD,SAVE,THE,for
the worker saved the band the chicken .,DO,SAVE,THE,for
the wife saved the chicken for the hero .,PD,SAVE,THE,for
the wife saved the hero the chicken .,DO,SAVE,THE,for
the doctor saved the beer for the company .,PD,SAVE,THE,for
the doctor saved the company the beer .,DO,SAVE,THE,for
the captain saved the beer for the pilot .,PD,SAVE,THE,for
the captain saved the pilot the beer .,DO,SAVE,THE,for
the leader saved the motor for the company .,PD,SAVE,THE,for
the leader saved the company the motor .,DO,SAVE,THE,for
the prince saved the coffee for the father .,PD,SAVE,THE,for
the prince saved the father the coffee .,DO,SAVE,THE,for
the king saved the pot for the daughter .,PD,SAVE,THE,for
the king saved the daughter the pot .,DO,SAVE,THE,for
the professor saved the juice for the business .,PD,SAVE,THE,for
the professor saved the business the juice .,DO,SAVE,THE,for
the captain saved the tea for the doctor .,PD,SAVE,THE,for
the captain saved the doctor the tea .,DO,SAVE,THE,for
a doctor saved a flower for a son .,PD,SAVE,A,for
a doctor saved a son a flower .,DO,SAVE,A,for
a child saved a plate for a pilot .,PD,SAVE,A,for
a child saved a pilot a plate .,DO,SAVE,A,for
a cousin saved a candy for a company .,PD,SAVE,A,for
a cousin saved a company a candy .,DO,SAVE,A,for
a professor saved a chicken for a partner .,PD,SAVE,A,for
a professor saved a partner a chicken .,DO,SAVE,A,for
a princess saved a juice for a pilot .,PD,SAVE,A,for
a princess saved a pilot a juice .,DO,SAVE,A,for
a student saved a plate for an administration .,PD,SAVE,A,for
a student saved an administration a plate .,DO,SAVE,A,for
a friend saved a coffee for a company .,PD,SAVE,A,for
a friend saved a company a coffee .,DO,SAVE,A,for
a nurse saved a tea for a singer .,PD,SAVE,A,for
a nurse saved a singer a tea .,DO,SAVE,A,for
a manager saved a juice for a priest .,PD,SAVE,A,for
a manager saved a priest a juice .,DO,SAVE,A,for
a colonel saved a box for a chief .,PD,SAVE,A,for
a colonel saved a chief a box .,DO,SAVE,A,for
a singer saved a ball for a husband .,PD,SAVE,A,for
a singer saved a husband a ball .,DO,SAVE,A,for
the author sold the candy to the priest .,PD,SELL,THE,to
the author sold the priest the candy .,DO,SELL,THE,to
the physician sold the candy to the company .,PD,SELL,THE,to
the physician sold the company the candy .,DO,SELL,THE,to
the actress sold the meal to the professor .,PD,SELL,THE,to
the actress sold the professor the meal .,DO,SELL,THE,to
the president sold the hat to the student .,PD,SELL,THE,to
the president sold the student the hat .,DO,SELL,THE,to
the child sold the cup to the prince .,PD,SELL,THE,to
the child sold the prince the cup .,DO,SELL,THE,to
the aunt sold the meal to the business .,PD,SELL,THE,to
the aunt sold the business the meal .,DO,SELL,THE,to
the bishop sold the cheese to the corporation .,PD,SELL,THE,to
the bishop sold the corporation the cheese .,DO,SELL,THE,to
the president sold the salad to the teacher .,PD,SELL,THE,to
the president sold the teacher the salad .,DO,SELL,THE,to
the employee sold the juice to the chief .,PD,SELL,THE,to
the employee sold the chief the juice .,DO,SELL,THE,to
the lawyer sold the coffee to the club .,PD,SELL,THE,to
the lawyer sold the club the coffee .,DO,SELL,THE,to
the soldier sold the crystal to the army .,PD,SELL,THE,to
the soldier sold the army the crystal .,DO,SELL,THE,to
the girl sold the cup to the corporation .,PD,SELL,THE,to
the girl sold the corporation the cup .,DO,SELL,THE,to
the actress sold the chocolate to the band .,PD,SELL,THE,to
the actress sold the band the chocolate .,DO,SELL,THE,to
the president sold the salad to the bishop .,PD,SELL,THE,to
the president sold the bishop the salad .,DO,SELL,THE,to
the priest sold the meal to the company .,PD,SELL,THE,to
the priest sold the company the meal .,DO,SELL,THE,to
the minister sold the glass to the band .,PD,SELL,THE,to
the minister sold the band the glass .,DO,SELL,THE,to
a sheriff sold a candy to a club .,PD,SELL,A,to
a sheriff sold a club a candy .,DO,SELL,A,to
a husband sold a coat to a parent .,PD,SELL,A,to
a husband sold a parent a coat .,DO,SELL,A,to
a cousin sold a meal to a lady .,PD,SELL,A,to
a cousin sold a lady a meal .,DO,SELL,A,to
a chief sold a coffee to a colonel .,PD,SELL,A,to
a chief sold a colonel a coffee .,DO,SELL,A,to
an employee sold a meal to a minister .,PD,SELL,A,to
an employee sold a minister a meal .,DO,SELL,A,to
a pilot sold a coffee to a club .,PD,SELL,A,to
a pilot sold a club a coffee .,DO,SELL,A,to
a pilot sold a newspaper to a woman .,PD,SELL,A,to
a pilot sold a woman a newspaper .,DO,SELL,A,to
a girl sold a motor to a band .,PD,SELL,A,to
a girl sold a band a motor .,DO,SELL,A,to
an employer sold a beer to a brother .,PD,SELL,A,to
an employer sold a brother a beer .,DO,SELL,A,to
a guest sold a cheese to an army .,PD,SELL,A,to
a guest sold an army a cheese .,DO,SELL,A,to
a student sold a coffee to a business .,PD,SELL,A,to
a student sold a business a coffee .,DO,SELL,A,to
a winner sold a cheese to an administration .,PD,SELL,A,to
a winner sold an administration a cheese .,DO,SELL,A,to
a husband sold a tea to a princess .,PD,SELL,A,to
a husband sold a princess a tea .,DO,SELL,A,to
an adult sold a coffee to a daughter .,PD,SELL,A,to
an adult sold a daughter a coffee .,DO,SELL,A,to
the adult sent the newspaper to the attorney .,PD,SEND,THE,to
the adult sent the attorney the newspaper .,DO,SEND,THE,to
the king sent the meal to the kid .,PD,SEND,THE,to
the king sent the kid the meal .,DO,SEND,THE,to
the wife sent the beer to the leader .,PD,SEND,THE,to
the wife sent the leader the beer .,DO,SEND,THE,to
the pilot sent the candy to the bishop .,PD,SEND,THE,to
the pilot sent the bishop the candy .,DO,SEND,THE,to
the priest sent the coffee to the club .,PD,SEND,THE,to
the priest sent the club the coffee .,DO,SEND,THE,to
the opponent sent the crystal to the company .,PD,SEND,THE,to
the opponent sent the company the crystal .,DO,SEND,THE,to
the colonel sent the machine to the corporation .,PD,SEND,THE,to
the colonel sent the corporation the machine .,DO,SEND,THE,to
the actor sent the pie to the guy .,PD,SEND,THE,to
the actor sent the guy the pie .,DO,SEND,THE,to
the winner sent the pie to the daughter .,PD,SEND,THE,to
the winner sent the daughter the pie .,DO,SEND,THE,to
the employer sent the television to the band .,PD,SEND,THE,to
the employer sent the band the television .,DO,SEND,THE,to
the worker sent the chicken to the band .,PD,SEND,THE,to
the worker sent the band the chicken .,DO,SEND,THE,to
the employer sent the juice to the kid .,PD,SEND,THE,to
the employer sent the kid the juice .,DO,SEND,THE,to
the kid sent the coffee to the sheriff .,PD,SEND,THE,to
the kid sent the sheriff the coffee .,DO,SEND,THE,to
the hero sent the coffee to the club .,PD,SEND,THE,to
the hero sent the club the coffee .,DO,SEND,THE,to
the president sent the jacket to the corporation .,PD,SEND,THE,to
the president sent the corporation the jacket .,DO,SEND,THE,to
the employee sent the coffee to the business .,PD,SEND,THE,to
the employee sent the business the coffee .,DO,SEND,THE,to
a pilot sent a motor to a soldier .,PD,SEND,A,to
a pilot sent a soldier a motor .,DO,SEND,A,to
a nurse sent a juice to a princess .,PD,SEND,A,to
a nurse sent a princess a juice .,DO,SEND,A,to
a champion sent a chocolate to a hero .,PD,SEND,A,to
a champion sent a hero a chocolate .,DO,SEND,A,to
a colonel sent a juice to a company .,PD,SEND,A,to
a colonel sent a company a juice .,DO,SEND,A,to
a lawyer sent a candy to an author .,PD,SEND,A,to
a lawyer sent an author a candy .,DO,SEND,A,to
a daughter sent a bowl to a cop .,PD,SEND,A,to
a daughter sent a cop a bowl .,DO,SEND,A,to
an employee sent a bag to an employer .,PD,SEND,A,to
an employee sent an employer a bag .,DO,SEND,A,to
a girl sent a guitar to a business .,PD,SEND,A,to
a girl sent a business a guitar .,DO,SEND,A,to
a colonel sent a meal to an army .,PD,SEND,A,to
a colonel sent an army a meal .,DO,SEND,A,to
a man sent a beer to an army .,PD,SEND,A,to
a man sent an army a beer .,DO,SEND,A,to
an actress sent a beer to an administration .,PD,SEND,A,to
an actress sent an administration a beer .,DO,SEND,A,to
a captain sent a coffee to a man .,PD,SEND,A,to
a captain sent a man a coffee .,DO,SEND,A,to
a chief sent a salad to an employer .,PD,SEND,A,to
a chief sent an employer a salad .,DO,SEND,A,to
a student sent a pie to an army .,PD,SEND,A,to
a student sent an army a pie .,DO,SEND,A,to
a prince sent a beer to a boy .,PD,SEND,A,to
a prince sent a boy a beer .,DO,SEND,A,to
a colonel sent a coffee to a president .,PD,SEND,A,to
a colonel sent a president a coffee .,DO,SEND,A,to
a chief sent an iron to a colonel .,PD,SEND,A,to
a chief sent a colonel an iron .,DO,SEND,A,to
a mayor sent a meal to a corporation .,PD,SEND,A,to
a mayor sent a corporation a meal .,DO,SEND,A,to
the guest showed the wire to the partner .,PD,SHOW,THE,to
the guest showed the partner the wire .,DO,SHOW,THE,to
the pilot showed the juice to the corporation .,PD,SHOW,THE,to
the pilot showed the corporation the juice .,DO,SHOW,THE,to
the boy showed the juice to the business .,PD,SHOW,THE,to
the boy showed the business the juice .,DO,SHOW,THE,to
the mayor showed the camera to the parent .,PD,SHOW,THE,to
the mayor showed the parent the camera .,DO,SHOW,THE,to
the cop showed the candy to the lawyer .,PD,SHOW,THE,to
the cop showed the lawyer the candy .,DO,SHOW,THE,to
the uncle showed the tea to the administration .,PD,SHOW,THE,to
the uncle showed the administration the tea .,DO,SHOW,THE,to
the mayor showed the log to the worker .,PD,SHOW,THE,to
the mayor showed the worker the log .,DO,SHOW,THE,to
the professor showed the cheese to the army .,PD,SHOW,THE,to
the professor showed the army the cheese .,DO,SHOW,THE,to
the son showed the tea to the champion .,PD,SHOW,THE,to
the son showed the champion the tea .,DO,SHOW,THE,to
the winner showed the bell to the administration .,PD,SHOW,THE,to
the winner showed the administration the bell .,DO,SHOW,THE,to
the pilot showed the card to the army .,PD,SHOW,THE,to
the pilot showed the army the card .,DO,SHOW,THE,to
the buddy showed the card to the mother .,PD,SHOW,THE,to
the buddy showed the mother the card .,DO,SHOW,THE,to
the nurse showed the pie to the king .,PD,SHOW,THE,to
the nurse showed the king the pie .,DO,SHOW,THE,to
the physician showed the box to the administration .,PD,SHOW,THE,to
the physician showed the administration the box .,DO,SHOW,THE,to
the president showed the cheese to the band .,PD,SHOW,THE,to
