prime_sentence,prime_structure,prime_verb,target_sentence,target_structure,target_verb,perplexity,log_prob
an employer brought us a log .,DO,BRING,the husband designed them the wire .,DO,DESIGN,3678.798095703125,-49.262046813964844
a prince brought a motor to us .,PD,BRING,the husband designed the wire for them .,PD,DESIGN,896.7808837890625,-47.591678619384766
a prince brought us a motor .,DO,BRING,the husband designed the wire for them .,PD,DESIGN,884.0022583007812,-47.491214752197266
a prince brought a motor to us .,PD,BRING,the husband designed them the wire .,DO,DESIGN,3767.125244140625,-49.40440368652344
a prince brought us a motor .,DO,BRING,the husband designed them the wire .,DO,DESIGN,3657.4638671875,-49.227149963378906
the daughter sold the beer to him .,PD,SELL,an opponent got a juice for you .,PD,GET,1315.48291015625,-50.273712158203125
the daughter sold him the beer .,DO,SELL,an opponent got a juice for you .,PD,GET,1316.159912109375,-50.277313232421875
the daughter sold the beer to him .,PD,SELL,an opponent got you a juice .,DO,GET,3296.49609375,-48.60369110107422
the daughter sold him the beer .,DO,SELL,an opponent got you a juice .,DO,GET,3316.020263671875,-48.639122009277344
the guest promised the ball to us .,PD,PROMISE,an opponent got a juice for you .,PD,GET,1326.6346435546875,-50.332801818847656
the guest promised us the ball .,DO,PROMISE,an opponent got a juice for you .,PD,GET,1319.940185546875,-50.29738998413086
the guest promised the ball to us .,PD,PROMISE,an opponent got you a juice .,DO,GET,3329.811767578125,-48.664024353027344
the guest promised us the ball .,DO,PROMISE,an opponent got you a juice .,DO,GET,3340.712646484375,-48.68363571166992
the colonel threw the chocolate to us .,PD,THROW,an opponent got a juice for us .,PD,GET,1512.3123779296875,-51.24976348876953
the colonel threw us the chocolate .,DO,THROW,an opponent got a juice for us .,PD,GET,1509.009521484375,-51.234458923339844
the colonel threw the chocolate to us .,PD,THROW,an opponent got us a juice .,DO,GET,4219.6669921875,-50.08506774902344
the colonel threw us the chocolate .,DO,THROW,an opponent got us a juice .,DO,GET,4292.7548828125,-50.18810272216797
the attorney promised the chicken to you .,PD,PROMISE,an opponent got a juice for me .,PD,GET,1114.202880859375,-49.11125946044922
the attorney promised you the chicken .,DO,PROMISE,an opponent got a juice for me .,PD,GET,1108.8167724609375,-49.07733917236328
the attorney promised the chicken to you .,PD,PROMISE,an opponent got me a juice .,DO,GET,2579.506103515625,-47.132118225097656
the attorney promised you the chicken .,DO,PROMISE,an opponent got me a juice .,DO,GET,2566.177978515625,-47.101036071777344
the man fed the candy to you .,PD,FEED,an opponent got a juice for you .,PD,GET,1317.5894775390625,-50.284912109375
the man fed you the candy .,DO,FEED,an opponent got a juice for you .,PD,GET,1320.6546630859375,-50.301177978515625
the man fed the candy to you .,PD,FEED,an opponent got you a juice .,DO,GET,3313.5439453125,-48.634639739990234
the man fed you the candy .,DO,FEED,an opponent got you a juice .,DO,GET,3360.70166015625,-48.71942901611328
the actor sold the beer to you .,PD,SELL,an opponent got a juice for it .,PD,GET,791.412353515625,-46.716732025146484
the actor sold you the beer .,DO,SELL,an opponent got a juice for it .,PD,GET,796.4389038085938,-46.761051177978516
the actor sold the beer to you .,PD,SELL,an opponent got it a juice .,DO,GET,1695.76806640625,-44.6153450012207
the actor sold you the beer .,DO,SELL,an opponent got it a juice .,DO,GET,1700.6429443359375,-44.632568359375
the teacher fed the salad to me .,PD,FEED,an opponent got a juice for them .,PD,GET,898.89013671875,-47.608123779296875
the teacher fed me the salad .,DO,FEED,an opponent got a juice for them .,PD,GET,899.44287109375,-47.6124267578125
the teacher fed the salad to me .,PD,FEED,an opponent got them a juice .,DO,GET,2273.28369140625,-46.37388229370117
the teacher fed me the salad .,DO,FEED,an opponent got them a juice .,DO,GET,2304.64013671875,-46.456077575683594
the actress sold the tea to you .,PD,SELL,an opponent got a juice for him .,PD,GET,779.9111938476562,-46.6142578125
the actress sold you the tea .,DO,SELL,an opponent got a juice for him .,PD,GET,793.0481567382812,-46.73118591308594
the actress sold the tea to you .,PD,SELL,an opponent got him a juice .,DO,GET,1659.3770751953125,-44.48518371582031
the actress sold you the tea .,DO,SELL,an opponent got him a juice .,DO,GET,1686.2286376953125,-44.58149719238281
the reader threw the chicken to us .,PD,THROW,an opponent got a juice for her .,PD,GET,979.8283081054688,-48.211639404296875
the reader threw us the chicken .,DO,THROW,an opponent got a juice for her .,PD,GET,974.2068481445312,-48.171363830566406
the reader threw the chicken to us .,PD,THROW,an opponent got her a juice .,DO,GET,2377.17578125,-46.64200973510742
the reader threw us the chicken .,DO,THROW,an opponent got her a juice .,DO,GET,2364.552001953125,-46.61006164550781
the wife showed the key to him .,PD,SHOW,an opponent got a juice for them .,PD,GET,895.852294921875,-47.58442687988281
the wife showed him the key .,DO,SHOW,an opponent got a juice for them .,PD,GET,886.6910400390625,-47.512474060058594
the wife showed the key to him .,PD,SHOW,an opponent got them a juice .,DO,GET,2275.199462890625,-46.378936767578125
the wife showed him the key .,DO,SHOW,an opponent got them a juice .,DO,GET,2235.30517578125,-46.272796630859375
the wife sold the anchor to them .,PD,SELL,a hero delivered a camera for us .,PD,DELIVER,1175.945556640625,-49.488792419433594
the wife sold them the anchor .,DO,SELL,a hero delivered a camera for us .,PD,DELIVER,1172.487548828125,-49.468177795410156
the wife sold the anchor to them .,PD,SELL,a hero delivered us a camera .,DO,DELIVER,2575.6796875,-47.12321090698242
the wife sold them the anchor .,DO,SELL,a hero delivered us a camera .,DO,DELIVER,2567.5244140625,-47.104183197021484
the reader fed the cheese to you .,PD,FEED,a hero delivered a camera for us .,PD,DELIVER,1174.245361328125,-49.47866439819336
the reader fed you the cheese .,DO,FEED,a hero delivered a camera for us .,PD,DELIVER,1170.505859375,-49.456336975097656
the reader fed the cheese to you .,PD,FEED,a hero delivered us a camera .,DO,DELIVER,2591.443603515625,-47.159820556640625
the reader fed you the cheese .,DO,FEED,a hero delivered us a camera .,DO,DELIVER,2557.458984375,-47.08061599731445
the singer sold the television to them .,PD,SELL,a hero delivered a camera for us .,PD,DELIVER,1176.9610595703125,-49.494834899902344
the singer sold them the television .,DO,SELL,a hero delivered a camera for us .,PD,DELIVER,1183.570556640625,-49.534034729003906
the singer sold the television to them .,PD,SELL,a hero delivered us a camera .,DO,DELIVER,2578.410888671875,-47.12957000732422
the singer sold them the television .,DO,SELL,a hero delivered us a camera .,DO,DELIVER,2593.9658203125,-47.16565704345703
the employer sold the beer to us .,PD,SELL,a hero delivered a camera for you .,PD,DELIVER,1145.7818603515625,-49.3068962097168
the employer sold us the beer .,DO,SELL,a hero delivered a camera for you .,PD,DELIVER,1158.26318359375,-49.38273620605469
the employer sold the beer to us .,PD,SELL,a hero delivered you a camera .,DO,DELIVER,2157.694580078125,-46.06077194213867
the employer sold us the beer .,DO,SELL,a hero delivered you a camera .,DO,DELIVER,2179.08642578125,-46.119964599609375
the singer threw the cheese to him .,PD,THROW,a hero delivered a camera for it .,PD,DELIVER,756.6638793945312,-46.40243148803711
the singer threw him the cheese .,DO,THROW,a hero delivered a camera for it .,PD,DELIVER,747.8749389648438,-46.320648193359375
the singer threw the cheese to him .,PD,THROW,a hero delivered it a camera .,DO,DELIVER,1689.125732421875,-44.591796875
the singer threw him the cheese .,DO,THROW,a hero delivered it a camera .,DO,DELIVER,1648.75048828125,-44.44663619995117
the attorney supplied the coat to me .,PD,SUPPLY,a hero delivered a camera for them .,PD,DELIVER,831.1654663085938,-47.05979919433594
the attorney supplied me the coat .,DO,SUPPLY,a hero delivered a camera for them .,PD,DELIVER,850.0564575195312,-47.21711730957031
the attorney supplied the coat to me .,PD,SUPPLY,a hero delivered them a camera .,DO,DELIVER,1772.2899169921875,-44.880165100097656
the attorney supplied me the coat .,DO,SUPPLY,a hero delivered them a camera .,DO,DELIVER,1818.7303466796875,-45.035362243652344
the employee supplied the flower to them .,PD,SUPPLY,a hero delivered a camera for us .,PD,DELIVER,1177.5845947265625,-49.49854278564453
the employee supplied them the flower .,DO,SUPPLY,a hero delivered a camera for us .,PD,DELIVER,1172.9681396484375,-49.471046447753906
the employee supplied the flower to them .,PD,SUPPLY,a hero delivered us a camera .,DO,DELIVER,2576.690185546875,-47.12556457519531
the employee supplied them the flower .,DO,SUPPLY,a hero delivered us a camera .,DO,DELIVER,2569.48876953125,-47.10877227783203
the pilot sold the tea to them .,PD,SELL,a hero delivered a camera for me .,PD,DELIVER,873.3033447265625,-47.40597915649414
the pilot sold them the tea .,DO,SELL,a hero delivered a camera for me .,PD,DELIVER,875.348388671875,-47.4223518371582
the pilot sold the tea to them .,PD,SELL,a hero delivered me a camera .,DO,DELIVER,1729.2381591796875,-44.73261642456055
the pilot sold them the tea .,DO,SELL,a hero delivered me a camera .,DO,DELIVER,1727.44384765625,-44.72638702392578
the guest showed the wire to him .,PD,SHOW,a hero delivered a camera for him .,PD,DELIVER,638.4918823242188,-45.21376037597656
the guest showed him the wire .,DO,SHOW,a hero delivered a camera for him .,PD,DELIVER,628.3656005859375,-45.10185241699219
the guest showed the wire to him .,PD,SHOW,a hero delivered him a camera .,DO,DELIVER,1182.33935546875,-42.451499938964844
the guest showed him the wire .,DO,SHOW,a hero delivered him a camera .,DO,DELIVER,1157.2333984375,-42.322723388671875
the president sold the coffee to her .,PD,SELL,a hero delivered a camera for him .,PD,DELIVER,624.7029418945312,-45.06093215942383
the president sold her the coffee .,DO,SELL,a hero delivered a camera for him .,PD,DELIVER,623.4752197265625,-45.04716110229492
the president sold the coffee to her .,PD,SELL,a hero delivered him a camera .,DO,DELIVER,1152.89990234375,-42.30021286010742
the president sold her the coffee .,DO,SELL,a hero delivered him a camera .,DO,DELIVER,1142.6654052734375,-42.24671173095703
the cousin promised the juice to me .,PD,PROMISE,an opponent got a cheese for us .,PD,GET,1471.587646484375,-51.058677673339844
the cousin promised me the juice .,DO,PROMISE,an opponent got a cheese for us .,PD,GET,1471.513916015625,-51.058326721191406
the cousin promised the juice to me .,PD,PROMISE,an opponent got us a cheese .,DO,GET,3408.058349609375,-48.80338668823242
the cousin promised me the juice .,DO,PROMISE,an opponent got us a cheese .,DO,GET,3412.271240234375,-48.81079864501953
the partner sold the coffee to you .,PD,SELL,an opponent got a cheese for it .,PD,GET,817.4281005859375,-46.943138122558594
the partner sold you the coffee .,DO,SELL,an opponent got a cheese for it .,PD,GET,814.4151611328125,-46.91728973388672
the partner sold the coffee to you .,PD,SELL,an opponent got it a cheese .,DO,GET,1453.0859375,-43.68866729736328
the partner sold you the coffee .,DO,SELL,an opponent got it a cheese .,DO,GET,1446.399658203125,-43.66099548339844
the mother supplied the tea to him .,PD,SUPPLY,an opponent got a cheese for you .,PD,GET,1500.681640625,-51.19572067260742
the mother supplied him the tea .,DO,SUPPLY,an opponent got a cheese for you .,PD,GET,1481.958740234375,-51.10783767700195
the mother supplied the tea to him .,PD,SUPPLY,an opponent got you a cheese .,DO,GET,2689.887451171875,-47.38352584838867
the mother supplied him the tea .,DO,SUPPLY,an opponent got you a cheese .,DO,GET,2686.062744140625,-47.3749885559082
the chief showed the juice to us .,PD,SHOW,an opponent got a cheese for you .,PD,GET,1480.9110107421875,-51.10288619995117
the chief showed us the juice .,DO,SHOW,an opponent got a cheese for you .,PD,GET,1485.16845703125,-51.122982025146484
the chief showed the juice to us .,PD,SHOW,an opponent got you a cheese .,DO,GET,2645.020751953125,-47.2826042175293
the chief showed us the juice .,DO,SHOW,an opponent got you a cheese .,DO,GET,2667.89404296875,-47.334266662597656
the president sold the iron to you .,PD,SELL,an opponent got a cheese for you .,PD,GET,1434.6474609375,-50.88071823120117
the president sold you the iron .,DO,SELL,an opponent got a cheese for you .,PD,GET,1441.3262939453125,-50.913230895996094
the president sold the iron to you .,PD,SELL,an opponent got you a cheese .,DO,GET,2558.150390625,-47.082237243652344
the president sold you the iron .,DO,SELL,an opponent got you a cheese .,DO,GET,2589.201904296875,-47.15462875366211
the employee fed the salad to them .,PD,FEED,an opponent got a cheese for us .,PD,GET,1493.121337890625,-51.16036605834961
the employee fed them the salad .,DO,FEED,an opponent got a cheese for us .,PD,GET,1489.2320556640625,-51.14210891723633
the employee fed the salad to them .,PD,FEED,an opponent got us a cheese .,DO,GET,3470.853515625,-48.912933349609375
the employee fed them the salad .,DO,FEED,an opponent got us a cheese .,DO,GET,3503.170166015625,-48.96854019165039
the student supplied the camera to us .,PD,SUPPLY,an opponent got a cheese for it .,PD,GET,826.0722045898438,-47.01677322387695
the student supplied us the camera .,DO,SUPPLY,an opponent got a cheese for it .,PD,GET,869.2830810546875,-47.373680114746094
the student supplied the camera to us .,PD,SUPPLY,an opponent got it a cheese .,DO,GET,1469.346435546875,-43.755435943603516
the student supplied us the camera .,DO,SUPPLY,an opponent got it a cheese .,DO,GET,1546.9327392578125,-44.06417465209961
the champion threw the tea to her .,PD,THROW,an opponent got a cheese for it .,PD,GET,819.088623046875,-46.95734405517578
the champion threw her the tea .,DO,THROW,an opponent got a cheese for it .,PD,GET,822.861083984375,-46.98950958251953
the champion threw the tea to her .,PD,THROW,an opponent got it a cheese .,DO,GET,1449.0035400390625,-43.67178726196289
the champion threw her the tea .,DO,THROW,an opponent got it a cheese .,DO,GET,1460.6441650390625,-43.71979522705078
the guy fed the candy to him .,PD,FEED,an opponent got a cheese for you .,PD,GET,1498.345458984375,-51.184814453125
the guy fed him the candy .,DO,FEED,an opponent got a cheese for you .,PD,GET,1492.969970703125,-51.1596565246582
the guy fed the candy to him .,PD,FEED,an opponent got you a cheese .,DO,GET,2684.536376953125,-47.371578216552734
the guy fed him the candy .,DO,FEED,an opponent got you a cheese .,DO,GET,2689.709228515625,-47.38312911987305
the physician supplied the juice to her .,PD,SUPPLY,an opponent got a cheese for me .,PD,GET,1087.9227294921875,-48.944175720214844
the physician supplied her the juice .,DO,SUPPLY,an opponent got a cheese for me .,PD,GET,1093.9951171875,-48.98313903808594
the physician supplied the juice to her .,PD,SUPPLY,an opponent got me a cheese .,DO,GET,1990.167724609375,-45.575843811035156
the physician supplied her the juice .,DO,SUPPLY,an opponent got me a cheese .,DO,GET,2002.4219970703125,-45.612674713134766
a champion saved a tea for them .,PD,SAVE,the actor sent the pie to him .,PD,SEND,414.9007873535156,-42.19627380371094
